,date,stock,signal,weight,predicted_return,gross_return,net_return,hit
347,2024-08-29,MARUTI,-1,-0.25,-0.6279,-2.9956,0.7114,True
348,2024-08-29,ASIANPAINT,-1,-0.25,-0.438,1.6013,-0.4378,False
349,2024-08-29,ITC,1,0.2,0.0723,2.9381,0.5576,True
350,2024-08-29,CIPLA,-1,-0.25,-0.8247,-0.0392,-0.0277,True
351,2024-09-24,RELIANCE,1,0.2,1.066,5.5289,1.0758,True
352,2024-09-24,ONGC,1,0.2,0.4653,-3.3077,-0.6915,False
353,2024-09-24,IOC,-1,-0.25,-0.2327,0.0373,-0.0468,False
354,2024-09-24,HPCL,-1,-0.25,-0.3812,0.8897,-0.2599,False
355,2024-09-24,ADANIPORTS,1,0.2,0.7499,0.4238,0.0548,True
356,2024-09-24,MARUTI,1,0.2,0.7848,-0.6773,-0.1655,False
357,2024-09-24,HINDUNILVR,-1,-0.25,-1.1779,-0.938,0.197,True
358,2024-09-24,ITC,1,0.2,1.3161,-2.1096,-0.4519,False
359,2024-09-24,CIPLA,-1,-0.25,-1.1993,3.5748,-0.9312,False
360,2024-10-31,RELIANCE,1,0.2,0.5443,-0.187,-0.0674,False
361,2024-10-31,ONGC,1,0.2,1.0672,-1.3824,-0.3065,False
362,2024-10-31,IOC,1,0.2,0.4888,1.4314,0.2563,True
363,2024-10-31,BPCL,1,0.2,0.7936,2.9623,0.5625,True
364,2024-10-31,INDIGO,-1,-0.25,-0.0714,0.8941,-0.261,False
365,2024-10-31,HPCL,-1,-0.25,-0.3557,-2.4071,0.5643,True
366,2024-10-31,TATAMOTORS,1,0.2,0.721,3.1273,0.5955,True
367,2024-10-31,MARUTI,-1,-0.25,-0.0545,-3.5053,0.8388,True
368,2024-10-31,HINDUNILVR,-1,-0.25,-0.1165,1.4761,-0.4065,False
369,2024-11-07,RELIANCE,1,0.2,0.5586,-1.7299,-0.376,False
370,2024-11-07,IOC,-1,-0.25,-0.5916,1.0301,-0.295,False
371,2024-11-07,INDIGO,-1,-0.25,-1.5363,-2.3821,0.558,True
372,2024-11-07,HPCL,-1,-0.25,-0.6967,2.2583,-0.6021,False
373,2024-11-07,ASIANPAINT,1,0.2,0.3885,-0.1779,-0.0656,False
374,2024-11-07,HINDUNILVR,-1,-0.25,-0.6613,-0.0792,-0.0177,True
375,2024-11-07,ITC,1,0.2,0.2677,0.2503,0.0201,True
376,2024-11-07,TCS,1,0.2,0.3829,-0.5503,-0.1401,False
377,2024-11-07,INFY,1,0.2,0.4679,2.6458,0.4992,True
378,2024-11-26,RELIANCE,1,0.2,0.7923,3.869,0.7438,True
379,2024-11-26,BPCL,-1,-0.25,-0.0734,-1.2238,0.2685,True
380,2024-11-26,HPCL,-1,-0.25,-0.1606,-0.4388,0.0722,True
381,2024-11-26,ADANIPORTS,-1,-0.25,-0.0593,-3.7911,0.9103,True
382,2024-11-26,HINDUNILVR,-1,-0.25,-0.1792,-0.8818,0.183,True
383,2024-11-26,ITC,1,0.2,1.2078,0.2838,0.0268,True
384,2024-11-26,TCS,1,0.2,0.9173,1.4971,0.2694,True
385,2024-11-26,INFY,1,0.2,0.5334,0.6134,0.0927,True
386,2024-11-26,CIPLA,1,0.2,0.4761,1.4657,0.2631,True
387,2024-12-03,IOC,1,0.2,0.4382,1.4055,0.2511,True
388,2024-12-03,BPCL,1,0.2,1.0804,0.7836,0.1267,True
389,2024-12-03,INDIGO,-1,-0.25,-0.8131,1.1247,-0.3187,False
390,2024-12-03,HPCL,-1,-0.25,-0.4886,-1.9687,0.4547,True
391,2024-12-03,TATAMOTORS,-1,-0.25,-0.6496,-3.4536,0.8259,True
392,2024-12-03,MARUTI,1,0.2,0.8733,1.9256,0.3551,True
393,2024-12-03,HINDUNILVR,1,0.2,0.3452,1.6637,0.3027,True
394,2024-12-03,ITC,1,0.2,0.9854,-2.3921,-0.5084,False
395,2024-12-03,INFY,-1,-0.25,-0.449,1.2091,-0.3398,False
396,2024-12-19,RELIANCE,-1,-0.25,-0.7325,1.6312,-0.4453,False
397,2024-12-19,ONGC,1,0.2,-0.0693,-2.0036,-0.4307,False
398,2024-12-19,IOC,-1,-0.25,-0.6915,1.7536,-0.4759,False
399,2024-12-19,BPCL,1,0.2,0.1773,-1.4917,-0.3283,False
400,2024-12-19,ADANIPORTS,1,0.2,-0.1112,-5.1045,-1.0509,False
401,2024-12-19,TATAMOTORS,1,0.2,0.1599,-2.8847,-0.6069,False
402,2024-12-19,MARUTI,-1,-0.25,-2.4615,-0.6913,0.1353,True
403,2024-12-19,TCS,1,0.2,0.1519,0.1496,-0.0001,True
404,2024-12-19,CIPLA,-1,-0.25,-0.9626,3.4846,-0.9087,False
